"member_type","name","acronym","rest_of_name","policy_area","group_name","subgroup_name","group_code","group_status","group_status_note","group_uri","uri","category","countries_areas_represented","membership_status","representatives","subgroup_status","m_name"
"Organisation","ASFE - the Alliance for Synthetic Fuels in Europe","ASFE","the Alliance for Synthetic Fuels in Europe","Transport","Expert Group on Future Transport Fuels",,"E02449","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2449","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=30143","International organization","European","Member",,,
"Organisation","AVERE","AVERE",,"Transport","Expert Group on Future Transport Fuels",,"E02449","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2449","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33223","Corporate","European","Member",,,
"Organisation","CLEAN SKY JTI",,,"Transport","Expert Group on Future Transport Fuels",,"E02449","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2449","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33224","Association","European","Member",,,
"Organisation","CLEPA - European Association of Automotive Suppliers","CLEPA","European Association of Automotive Suppliers","Transport","Expert Group on Future Transport Fuels",,"E02449","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2449","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=30127","International organization","European","Member",,,
"Organisation","CONCAWE - Oil Companies European Association for Refining and Distribution","CONCAWE","Oil Companies European Association for Refining and Distribution","Transport","Expert Group on Future Transport Fuels",,"E02449","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2449","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=30136","International organization","European","Member",,,
"Organisation","COPA-COGECA","COPA-COGECA",,"Transport","Expert Group on Future Transport Fuels",,"E02449","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2449","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=30137","International organization","European","Member",,,
"Organisation","EARPA - European Automotive Research Partners Association","EARPA","European Automotive Research Partners Association","Transport","Expert Group on Future Transport Fuels",,"E02449","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2449","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=30131","International organization","European","Member",,,
"Organisation","EBA - European Biogas Association","EBA","European Biogas Association","Transport","Expert Group on Future Transport Fuels",,"E02449","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2449","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=30133","International organization","European","Member",,,
"Organisation","EBB - European Biodiesel Board","EBB","European Biodiesel Board","Transport","Expert Group on Future Transport Fuels",,"E02449","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2449","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=30129","International organization","European","Member",,,
"Organisation","EBIO - European Bioethanol Fuel Assiciation","EBIO","European Bioethanol Fuel Assiciation","Transport","Expert Group on Future Transport Fuels",,"E02449","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2449","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=4697","International organization","European","Member",,,
"Organisation","EBTP - European Biofuels Technology Platform","EBTP","European Biofuels Technology Platform","Transport","Expert Group on Future Transport Fuels",,"E02449","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2449","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=30126","International organization","European","Member",,,
"Organisation","EBU - European Barge Union","EBU","European Barge Union","Transport","Expert Group on Future Transport Fuels",,"E02449","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2449","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=30128","International organization","European","Member",,,
"Organisation","EFOA","EFOA",,"Transport","Expert Group on Future Transport Fuels",,"E02449","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2449","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=30140","International organization","European","Member",,,
"Organisation","EPOSS","EPOSS",,"Transport","Expert Group on Future Transport Fuels",,"E02449","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2449","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33225","Corporate","European","Member",,,
"Organisation","ERTRAC- European Road Transport Research Advisory Council","ERTRAC","European Road Transport Research Advisory Council","Transport","Expert Group on Future Transport Fuels",,"E02449","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2449","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=30139","International organization","European","Member",,,
"Organisation","EURELECTRIC - Union of the Electricity Industry","EURELECTRIC","Union of the Electricity Industry","Transport","Expert Group on Future Transport Fuels",,"E02449","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2449","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=30124","International organization","European","Member",,,
"Organisation","EUROCHAMBERS - Association of European Chambers of Commerce and Industry","EUROCHAMBERS","Association of European Chambers of Commerce and Industry","Transport","Expert Group on Future Transport Fuels",,"E02449","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2449","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=30138","International organization","European","Member",,,
"Organisation","FHC-JTI - Fuel Cells and Hydrogen Joint Undertaking","FHC-JTI","Fuel Cells and Hydrogen Joint Undertaking","Transport","Expert Group on Future Transport Fuels",,"E02449","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2449","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=30125","International organization","European","Member",,,
"Organisation","GREENPEACE","GREENPEACE",,"Fundamental rights","Expert Group on Future Transport Fuels",,"E02449","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2449","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=30144","International organization","International","Member",,,
"Organisation","IEEP - Institute for European Environmental Policy","IEEP","Institute for European Environmental Policy","Transport","Expert Group on Future Transport Fuels",,"E02449","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2449","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=30132","International organization","European","Member",,,
"Organisation","NEW IG - European Industry Grouping for FCH-JTI","NEW IG","European Industry Grouping for FCH-JTI","Transport","Expert Group on Future Transport Fuels",,"E02449","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2449","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=30135","International organization","European","Member",,,
"Organisation","NGVA - European Natural Gas Vehicle Association","NGVA","European Natural Gas Vehicle Association","Transport","Expert Group on Future Transport Fuels",,"E02449","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2449","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=30130","International organization","European","Member",,,
"Organisation","UITP - International Association of Public Transport","UITP","International Association of Public Transport","Transport","Expert Group on Future Transport Fuels",,"E02449","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2449","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=4698","International organization","International","Member",,,
"Organisation","Center für Berufsbezogene Sprachen (CEBS) am PI Salzburg",,,"Education","Thematic Working Group on language skills for jobs",,"E02454","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2454","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=17726","Academia","Austria","Member","Franz MITTENDORFER
male",,
"Organisation","Centre for Applied Language Studies/University of Jyväskylä",,,"Education","Thematic Working Group on language skills for jobs",,"E02454","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2454","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=35097","Academia","Finland","Member","Taina SAARINEN
female",,
"Organisation","CILT, the National Centre for Languages","CILT","the National Centre for Languages","Education","Thematic Working Group on language skills for jobs",,"E02454","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2454","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=35104","International organization","United Kingdom","Member","Teresa TINSLEY
female",,
"Organisation","Department of Education and Training Norwegian Ministry of Education and Research",,,"Education","Thematic Working Group on language skills for jobs",,"E02454","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2454","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=9413","Third Country","Norway","Member","Erik SANDVIK
male
Jorunn BERNTZEN
female",,
"Organisation","Hamburger Institut für Berufliche Bildung, Schulformübergreifende Themen, Fachoberschule, Sprachen in der Beruflichen Bildung (HI 24)","HI 24","Hamburger Institut für Berufliche Bildung, Schulformübergreifende Themen, Fachoberschule, Sprachen in der Beruflichen Bildung","Education","Thematic Working Group on language skills for jobs",,"E02454","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2454","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=17729","Academia","Germany","Member","Manfred THÖNICKE
male",,
"Organisation","Institute of Technology - Department of Humanities",,,"Education","Thematic Working Group on language skills for jobs",,"E02454","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2454","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=35102","Research Institute","Ireland","Member","Kristin BROGAN
female",,
"Organisation","Istituo per lo Sviluppo della Formazione Professionale dei Lavoratori ""ISFOL""",,,"Education","Thematic Working Group on language skills for jobs",,"E02454","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2454","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=17730","International organization","Italy","Member","Natalia GUIDO
female",,
"Organisation","MBO RAAD, sectoral VET platforms and international affairs","MBO","RAAD, sectoral VET platforms and international affairs","Education","Thematic Working Group on language skills for jobs",,"E02454","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2454","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=17727","International organization","Netherlands","Member","Manfred POLZIN
male",,
"Organisation","Ministry of Education, Science and Culture",,,"Education","Thematic Working Group on language skills for jobs",,"E02454","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2454","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=9409","Candidate country","Iceland","Member","Ólafur GRÉTAR KRISTJÁNSSON
female
Erna  ÁRNADOÓTTIR
female",,
"Organisation","Ministry of National Education of the Republic of Turkey",,,"Education","Thematic Working Group on language skills for jobs",,"E02454","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2454","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=9419","Candidate country","Turkey","Member","Zehra ADIYAMAN
female
Emel LATIFAOGLU
female",,
"Organisation","Ministry of Science, Education and Sports/Directorate for Secondary Education",,,"Education","Thematic Working Group on language skills for jobs",,"E02454","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2454","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=35101","Candidate country","Croatia","Member","Jasminka MAJSEC
female",,
"Organisation","National Agency for Education",,,"Education","Thematic Working Group on language skills for jobs",,"E02454","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2454","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=35103","International organization","Sweden","Member","Suzanne MEHRENS
female",,
"Organisation","University of Łódź",,,"Education","Thematic Working Group on language skills for jobs",,"E02454","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2454","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=17731","Academia","Poland","Member","Ryszard  RASIŃSKI
male",,
"Organisation","EU Kids Online","EU","Kids Online","Research","Safer Internet Coordination Group","Safer Internet Focus Group III - Safer Internet in Education","E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456",,"International organization","European","Member",,,
"Organisation","Insafe",,,"Education","Safer Internet Coordination Group","Safer Internet Focus Group III - Safer Internet in Education","E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456",,"International organization","European","Member",,,
"Organisation","Teach Today",,,"Education","Safer Internet Coordination Group","Safer Internet Focus Group III - Safer Internet in Education","E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456",,"Association","European","Member",,,
"Organisation","Teachers' association",,,"Education","Safer Internet Coordination Group","Safer Internet Focus Group III - Safer Internet in Education","E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456",,"Association","European","Member",,,
"Organisation","eNACSO",,,"Children's rights","Safer Internet Coordination Group","Safer Internet Focus Group II - Parental tools and positive content","E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456",,"International organization","European","Member",,,
"Organisation","EU Kids Online","EU","Kids Online","Research","Safer Internet Coordination Group","Safer Internet Focus Group II - Parental tools and positive content","E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456",,"International organization","European","Member",,,
"Organisation","Insafe",,,"Education","Safer Internet Coordination Group","Safer Internet Focus Group II - Parental tools and positive content","E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456",,"International organization","European","Member",,,
"Organisation","YPRT","YPRT",,"Information society","Safer Internet Coordination Group","Safer Internet Focus Group II - Parental tools and positive content","E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456",,"Association","European","Member",,,
"Organisation","Quattro plus project",,,"Information society","Safer Internet Coordination Group","Safer Internet Focus Group II - Parental tools and positive content","E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456",,"Association","European","Member",,,
"Organisation","Coface",,,"Social service","Safer Internet Coordination Group","Safer Internet Focus Group II - Parental tools and positive content","E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456",,"Association","European","Member",,,
"Organisation","My Child Online",,,"Information society","Safer Internet Coordination Group","Safer Internet Focus Group II - Parental tools and positive content","E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456",,"Association","Netherlands","Member",,,
"Organisation","Xooloo",,,"Information society","Safer Internet Coordination Group","Safer Internet Focus Group II - Parental tools and positive content","E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456",,"Corporate","France","Member",,,
"Organisation","Daily Motion",,,"Information society","Safer Internet Coordination Group","Safer Internet Focus Group II - Parental tools and positive content","E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456",,"Corporate","France","Member",,,
"Organisation","CIRCAMP","CIRCAMP",,"Law enforcement","Safer Internet Coordination Group","Safer Internet Focus Group I - Fighting against illegal content","E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456",,"International organization","European","Member",,,
"Organisation","eNACSO",,,"Children's rights","Safer Internet Coordination Group","Safer Internet Focus Group I - Fighting against illegal content","E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456",,"International organization","European","Member",,,
"Organisation","EU Kids Online","EU","Kids Online","Research","Safer Internet Coordination Group","Safer Internet Focus Group I - Fighting against illegal content","E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456",,"International organization","European","Member",,,
"Organisation","Inhope",,,"Illegal content online","Safer Internet Coordination Group","Safer Internet Focus Group I - Fighting against illegal content","E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456",,"International organization","International","Member",,,
"Organisation","EuroIspa",,,"Information society","Safer Internet Coordination Group","Safer Internet Focus Group I - Fighting against illegal content","E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456",,"International organization","European","Member",,,
"Organisation","GSMA","GSMA",,"Information society","Safer Internet Coordination Group","Safer Internet Focus Group I - Fighting against illegal content","E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456",,"Corporate","International","Member",,,
"Organisation","Karlstad University",,,"Information society","Safer Internet Coordination Group","Safer Internet Focus Group I - Fighting against illegal content","E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456",,"Academia","Sweden","Member",,,
"Organisation","i-DASH project",,,"Information society","Safer Internet Coordination Group","Safer Internet Focus Group I - Fighting against illegal content","E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456",,"Association","European","Member",,,
"Organisation","Mapap project",,,"Information society","Safer Internet Coordination Group","Safer Internet Focus Group I - Fighting against illegal content","E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456",,"Association","European","Member",,,
"Organisation","Liberty Global Europe",,,"Information society","Safer Internet Coordination Group","Safer Internet Focus Group I - Fighting against illegal content","E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456",,"Corporate","European","Member",,,
"Organisation","CIRCAMP","CIRCAMP",,"Law enforcement","Safer Internet Coordination Group",,"E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=17732","International organization","European","Member","Yves Goethals
Belgium
male
John Stamnes
Norway
male","Safer Internet Focus Group I - Fighting against illegal content
Member
Safer Internet Focus Group II - Parental tools and positive content
Not a member
Safer Internet Focus Group III - Safer Internet in Education
Not a member",
"Organisation","eNACSO",,,"Children's rights","Safer Internet Coordination Group",,"E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=17733","International organization","European","Member",,"Safer Internet Focus Group I - Fighting against illegal content
Member
Safer Internet Focus Group II - Parental tools and positive content
Member
Safer Internet Focus Group III - Safer Internet in Education
Not a member",
"Organisation","EU Kids Online","EU","Kids Online","Research","Safer Internet Coordination Group",,"E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=17734","International organization","European","Member","Sonia Livingstone
Australia
female","Safer Internet Focus Group I - Fighting against illegal content
Member
Safer Internet Focus Group II - Parental tools and positive content
Member
Safer Internet Focus Group III - Safer Internet in Education
Member",
"Organisation","Inhope",,,"Illegal content online","Safer Internet Coordination Group",,"E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=17735","International organization","International","Member","Frank Ackermann
Germany
male
Adrian Dwyer
United Kingdom
male","Safer Internet Focus Group I - Fighting against illegal content
Member
Safer Internet Focus Group II - Parental tools and positive content
Not a member
Safer Internet Focus Group III - Safer Internet in Education
Not a member",
"Organisation","Insafe",,,"Education","Safer Internet Coordination Group",,"E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=17737","International organization","European","Member","Janice Richardson
Australia
female","Safer Internet Focus Group II - Parental tools and positive content
Member
Safer Internet Focus Group III - Safer Internet in Education
Member
Safer Internet Focus Group I - Fighting against illegal content
Not a member",
"Organisation","Inhope",,,"Illegal content online","Safer Internet Coordination Group",,"E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=17736","International organization","International","Observer","Mari Laiho
Finland
female","Safer Internet Focus Group I - Fighting against illegal content
Not a member
Safer Internet Focus Group II - Parental tools and positive content
Not a member
Safer Internet Focus Group III - Safer Internet in Education
Not a member",
"Organisation","Insafe",,,"Education","Safer Internet Coordination Group",,"E02456","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2456","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=17738","International organization","European","Observer","Peter Behrens
Germany
male","Safer Internet Focus Group I - Fighting against illegal content
Not a member
Safer Internet Focus Group II - Parental tools and positive content
Not a member
Safer Internet Focus Group III - Safer Internet in Education
Not a member",
"Organisation","Ministry of Education",,,,"Learning Outcomes Group",,"E02461","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2461","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=9444","Third Country","Norway","Member",,,
"Organisation","Ministry of Education",,,,"Learning Outcomes Group",,"E02461","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2461","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=9440","Third Country","Liechtenstein","Member",,,
"Organisation","Ministry of Education, Science and Culture",,,,"Learning Outcomes Group",,"E02461","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2461","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=9439","Candidate country","Iceland","Member",,,
"Organisation","Ministry of National Education",,,"Education","Learning Outcomes Group",,"E02461","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2461","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=24825","Candidate country","Turkey","Member",,,
"Organisation","Ministry of Science, Education and Sports",,,,"Learning Outcomes Group",,"E02461","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2461","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=9437","Candidate country","Croatia","Member",,,
"Organisation","ECWMF - European Centre for Medium-Range Weather Forecasts","ECWMF","European Centre for Medium-Range Weather Forecasts",,"Conseil des partenaires GMES",,"E02463","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2463","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=4709","Third Country","European","Observer",,,
"Organisation","EEA - European Environment Agency","EEA","European Environment Agency",,"Conseil des partenaires GMES",,"E02463","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2463","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=30148","Third Country","European","Observer",,,
"Organisation","EMSA - European Maritime Safety Agency","EMSA","European Maritime Safety Agency",,"Conseil des partenaires GMES",,"E02463","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2463","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=30149","Third Country","European","Observer",,,
"Organisation","ESA - European Space Agency","ESA","European Space Agency",,"Conseil des partenaires GMES",,"E02463","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2463","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=30147","Third Country","European","Observer",,,
"Organisation","EUMETSAT - European Organisation for the Exploitation of Meteorological Satellites","EUMETSAT","European Organisation for the Exploitation of Meteorological Satellites",,"Conseil des partenaires GMES",,"E02463","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2463","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=30145","Third Country","European","Observer",,,
"Organisation","EUSC - European Union Satellite Center","EUSC","European Union Satellite Center",,"Conseil des partenaires GMES",,"E02463","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2463","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=30146","Third Country","European","Observer",,,
"Organisation","Norvegian National Administration",,,,"Conseil des partenaires GMES",,"E02463","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2463","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=4721","Third Country","Norway","Observer",,,
"Organisation","Swiss National Administration",,,,"Conseil des partenaires GMES",,"E02463","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2463","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=4702","Third Country","Switzerland","Observer",,,
"Organisation","ANEC","ANEC",,,"Single Market Informal Dialogue Group (Expert Group)",,"E02464","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2464","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=17782","NGO","European","Member",,,
"Organisation","BEUC","BEUC",,,"Single Market Informal Dialogue Group (Expert Group)",,"E02464","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2464","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=17783","NGO","European","Member",,,
"Organisation","BUSINESSEUROPE","BUSINESSEUROPE",,,"Single Market Informal Dialogue Group (Expert Group)",,"E02464","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2464","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=17784","NGO","European","Member",,,
"Organisation","CECODHAS","CECODHAS",,,"Single Market Informal Dialogue Group (Expert Group)",,"E02464","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2464","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=17785","NGO","European","Member",,,
"Organisation","CEEP","CEEP",,,"Single Market Informal Dialogue Group (Expert Group)",,"E02464","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2464","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=17786","NGO","European","Member",,,
"Organisation","CEMR","CEMR",,,"Single Market Informal Dialogue Group (Expert Group)",,"E02464","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2464","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=17787","NGO","European","Member",,,
