"member_type","name","nationality","gender","professional_title","professional_profile","group_name","subgroup_name","group_code","group_status","group_status_note","group_uri","uri","membership_status","interest_represented","subgroup_status"
"Individual expert appointed in his/her personal capacity","ZALIMIENE Skirgailé","Lithuania","male","Professor","Academia","Presidents of European Community Study Associations",,"E00218","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=218","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=9697","Member",,
"Individual expert appointed in his/her personal capacity","Andreas WIESAND","Germany","male",,"Culture
Economy","Jury de sélection de la capitale européenne de la culture",,"X00242","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=242","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=22397","Member",,
"Individual expert appointed in his/her personal capacity","Constantin CHIRIAC","Romania","male",,,"Jury de sélection de la capitale européenne de la culture",,"X00242","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=242","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=9698","Member",,
"Individual expert appointed in his/her personal capacity","Danuta GLONDYS","Poland","female",,,"Jury de sélection de la capitale européenne de la culture",,"X00242","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=242","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=9699","Member",,
"Individual expert appointed in his/her personal capacity","Elizabeth VITOUCH","Austria","female",,,"Jury de sélection de la capitale européenne de la culture",,"X00242","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=242","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=9700","Member",,
"Individual expert appointed in his/her personal capacity","Erna HENNICOT SCHOEPJES","Luxembourg","female",,,"Jury de sélection de la capitale européenne de la culture",,"X00242","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=242","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=9701","Member",,
"Individual expert appointed in his/her personal capacity","Manfred GAULHOFER","Austria","male",,,"Jury de sélection de la capitale européenne de la culture",,"X00242","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=242","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=9703","Member",,
"Individual expert appointed in his/her personal capacity","Sir Robert SCOTT","United Kingdom","male",,,"Jury de sélection de la capitale européenne de la culture",,"X00242","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=242","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=9704","Member",,
"Individual expert appointed in his/her personal capacity","POLET Hans","Belgium","male","Scientific","Fisheries and aquaculture","The Scientific, Technical and Economic Committee for Fisheries (STECF)","Bureau","E00520","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=520",,"Alternate member",,
"Individual expert appointed in his/her personal capacity","VANHEE Willy","Belgium","male","Scientific","Fisheries and aquaculture","The Scientific, Technical and Economic Committee for Fisheries (STECF)","Bureau","E00520","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=520",,"Alternate member",,
"Individual expert appointed in his/her personal capacity","DASKALOV Georgi","Bulgaria","male","Scientific","Fisheries and aquaculture","The Scientific, Technical and Economic Committee for Fisheries (STECF)","Bureau","E00520","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=520",,"Alternate member",,
"Individual expert appointed in his/her personal capacity","DÖRING Ralf","Germany","male","Scientific","Fisheries and aquaculture","The Scientific, Technical and Economic Committee for Fisheries (STECF)","Bureau","E00520","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=520",,"Alternate member",,
"Individual expert appointed in his/her personal capacity","STRANSKY Christoph","Germany","male","Scientific","Fisheries and aquaculture","The Scientific, Technical and Economic Committee for Fisheries (STECF)","Bureau","E00520","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=520",,"Alternate member",,
"Individual expert appointed in his/her personal capacity","EBELING Michael","Germany","male","Scientific","Fisheries and aquaculture","The Scientific, Technical and Economic Committee for Fisheries (STECF)","Bureau","E00520","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=520",,"Alternate member",,
"Individual expert appointed in his/her personal capacity","RAETZ Hans-Joachim","Germany","male","Scientific","Fisheries and aquaculture","The Scientific, Technical and Economic Committee for Fisheries (STECF)","Bureau","E00520","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=520",,"Alternate member",,
"Individual expert appointed in his/her personal capacity","KIRKEGAARD Eskild","Denmark","male","Scientific","Fisheries and aquaculture","The Scientific, Technical and Economic Committee for Fisheries (STECF)","Bureau","E00520","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=520",,"Alternate member",,
"Individual expert appointed in his/her personal capacity","ULRICH Clara","Denmark","female","Scientific","Fisheries and aquaculture","The Scientific, Technical and Economic Committee for Fisheries (STECF)","Bureau","E00520","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=520",,"Alternate member",,
"Individual expert appointed in his/her personal capacity","KUPSCHUS Sven","Denmark","male","Scientific","Fisheries and aquaculture","The Scientific, Technical and Economic Committee for Fisheries (STECF)","Bureau","E00520","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=520",,"Alternate member",,
"Individual expert appointed in his/her personal capacity","RAAKJAER Jesper","Denmark","male","Scientific","Fisheries and aquaculture","The Scientific, Technical and Economic Committee for Fisheries (STECF)","Bureau","E00520","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=520",,"Alternate member",,
"Individual expert appointed in his/her personal capacity","ANDERSEN Jesper Levring","Denmark","male","Scientific","Fisheries and aquaculture","The Scientific, Technical and Economic Committee for Fisheries (STECF)","Bureau","E00520","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=520",,"Member",,
"Individual expert appointed in his/her personal capacity","JACOME Marine","Ecuador","male","Scientific","Fisheries and aquaculture","The Scientific, Technical and Economic Committee for Fisheries (STECF)","Bureau","E00520","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=520",,"Alternate member",,
"Individual expert appointed in his/her personal capacity","RAID Tiit","Estonia","male","Scientific","Fisheries and aquaculture","The Scientific, Technical and Economic Committee for Fisheries (STECF)","Bureau","E00520","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=520",,"Alternate member",,
"Individual expert appointed in his/her personal capacity","ARRIZABALAGA Haritz","Spain","male","Scientific","Fisheries and aquaculture","The Scientific, Technical and Economic Committee for Fisheries (STECF)","Bureau","E00520","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=520",,"Alternate member",,
"Individual expert appointed in his/her personal capacity","LOPEZ ABELLAN Luis José","Spain","male","Scientific","Fisheries and aquaculture","The Scientific, Technical and Economic Committee for Fisheries (STECF)","Bureau","E00520","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=520",,"Alternate member",,
"Individual expert appointed in his/her personal capacity","MARTIN Paloma","Spain","female","Scientific","Fisheries and aquaculture","The Scientific, Technical and Economic Committee for Fisheries (STECF)","Bureau","E00520","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=520",,"Alternate member",,
"Individual expert appointed in his/her personal capacity","QUICOCES Inaki Abad","Spain","male","Scientific","Fisheries and aquaculture","The Scientific, Technical and Economic Committee for Fisheries (STECF)","Bureau","E00520","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=520",,"Alternate member",,
"Individual expert appointed in his/her personal capacity","GARCIA RODRIGUEZ Mariano","Spain","male","Scientific","Fisheries and aquaculture","The Scientific, Technical and Economic Committee for Fisheries (STECF)","Bureau","E00520","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=520",,"Alternate member",,
"Individual expert appointed in his/her personal capacity","MURUA Hilario","Spain","male","Scientific","Fisheries and aquaculture","The Scientific, Technical and Economic Committee for Fisheries (STECF)","Bureau","E00520","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=520",,"Alternate member",,
"Individual expert appointed in his/her personal capacity","PRELLEZO Raúl","Spain","male","Scientific","Fisheries and aquaculture","The Scientific, Technical and Economic Committee for Fisheries (STECF)","Bureau","E00520","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=520",,"Alternate member",,
